frame_number,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,0.4933549761772156,0.27794715762138367,-0.4161159098148346,0.5081002712249756,0.21782921254634857,-0.3670635521411896,0.5189195275306702,0.2204347848892212,-0.3674039840698242,0.5299273729324341,0.22352735698223114,-0.3674634099006653,0.47448015213012695,0.2136896401643753,-0.36924758553504944,0.462857723236084,0.2131439596414566,-0.368790864944458,0.45127367973327637,0.21317186951637268,-0.36902159452438354,0.5471147298812866,0.2590879797935486,-0.01822677068412304,0.43410104513168335,0.24412590265274048,-0.02428082749247551,0.5179101228713989,0.3484189212322235,-0.2805960774421692,0.4756380021572113,0.3398374021053314,-0.28492245078086853,0.6219372749328613,0.5617868900299072,0.13228976726531982,0.3487958610057831,0.5441199541091919,0.012991371564567089,0.6351049542427063,0.8550154566764832,-0.16305579245090485,0.16165490448474884,0.8688400983810425,-0.44543322920799255,0.5866333246231079,0.9236781597137451,-0.5704819560050964,0.3274405002593994,0.7160310745239258,-1.0352399349212646,0.5624405145645142,0.9401560425758362,-0.693536102771759,0.3963274657726288,0.6735976934432983,-1.1749789714813232,0.5557222962379456,0.882502555847168,-0.690555214881897,0.4123813509941101,0.629868745803833,-1.1194652318954468,0.5571964383125305,0.8888051509857178,-0.5898517966270447,0.3967100977897644,0.6455966830253601,-1.030478835105896,0.5854606628417969,1.3385220766067505,0.012987623922526836,0.3660467565059662,1.3270183801651,-0.010150101035833359,0.5694912672042847,2.222454071044922,-0.1966198831796646,0.3519515097141266,2.184960126876831,-0.05387530475854874,0.5955387353897095,3.0735538005828857,0.011361180804669857,0.39044100046157837,3.066033363342285,-0.049039654433727264,0.5916914939880371,3.1828396320343018,0.011588377878069878,0.3897077143192291,3.1680243015289307,-0.06090939790010452,0.594375729560852,3.2851195335388184,-0.5077564120292664,0.4277834892272949,3.2988741397857666,-0.6395920515060425
1,0.5031866431236267,0.2921767234802246,-0.34174758195877075,0.5193759799003601,0.23891881108283997,-0.2996637225151062,0.5302800536155701,0.24078615009784698,-0.2999699115753174,0.5426883101463318,0.24361079931259155,-0.2997768819332123,0.4880501329898834,0.2359917312860489,-0.3034321665763855,0.47869816422462463,0.23553466796875,-0.3033345341682434,0.4681747555732727,0.235758975148201,-0.30379921197891235,0.5619907379150391,0.27542999386787415,-0.026683161035180092,0.44587358832359314,0.26542502641677856,-0.03858840465545654,0.5212815999984741,0.34973737597465515,-0.23897428810596466,0.4826309084892273,0.34335243701934814,-0.24426808953285217,0.6259015798568726,0.5737306475639343,0.13209715485572815,0.359703928232193,0.5457357168197632,0.002136076567694545,0.6405724883079529,0.8529713153839111,-0.037872493267059326,0.21674954891204834,0.8842727541923523,-0.3710177540779114,0.616763174533844,0.8888220191001892,-0.45466890931129456,0.3778812289237976,0.686555027961731,-0.8570526242256165,0.6107163429260254,0.8040263056755066,-0.5540691614151001,0.4343571066856384,0.6886915564537048,-0.966899037361145,0.5743633508682251,0.7340782880783081,-0.5279460549354553,0.44502145051956177,0.6291928887367249,-0.9423578381538391,0.5660813450813293,0.7323670983314514,-0.4658338129520416,0.43189898133277893,0.6285593509674072,-0.8548099398612976,0.5941546559333801,1.2580708265304565,0.03723912313580513,0.3977891206741333,1.255871295928955,-0.03497152030467987,0.5912699103355408,1.9255187511444092,-0.1335768848657608,0.417194128036499,1.905715823173523,-0.09685336798429489,0.6131362318992615,2.5314557552337646,0.0957520455121994,0.44314584136009216,2.5275654792785645,-0.035867929458618164,0.6154860854148865,2.6241562366485596,0.09652955830097198,0.4368654787540436,2.6176598072052,-0.04094680771231651,0.6017439365386963,2.700327157974243,-0.30044156312942505,0.4793240427970886,2.7009048461914062,-0.4768572747707367
2,0.5043329000473022,0.3098703622817993,-0.6258518099784851,0.5196281671524048,0.2564631700515747,-0.5825955271720886,0.5313724279403687,0.257901668548584,-0.5827854871749878,0.5418989062309265,0.2606334090232849,-0.5827246308326721,0.49159178137779236,0.2558048367500305,-0.5830075144767761,0.4800606667995453,0.2569243907928467,-0.5831521153450012,0.46860018372535706,0.2585195004940033,-0.5835384130477905,0.5632827877998352,0.2940155267715454,-0.2672130763530731,0.4469830393791199,0.28642863035202026,-0.2711571156978607,0.5243414640426636,0.3623094856739044,-0.5038475394248962,0.48553380370140076,0.3571375608444214,-0.5055989027023315,0.6357883810997009,0.600449800491333,0.019988948479294777,0.36510735750198364,0.5580436587333679,-0.14714644849300385,0.6751917600631714,0.9022799730300903,0.02720804512500763,0.22179386019706726,0.8813015222549438,-0.5062426924705505,0.7252464294433594,1.1413512229919434,-0.2930549681186676,0.38638386130332947,0.687091588973999,-1.0954681634902954,0.7346248030662537,1.2249364852905273,-0.3559190630912781,0.43924111127853394,0.6968421339988708,-1.2218011617660522,0.7198811769485474,1.1951555013656616,-0.414218008518219,0.4509393274784088,0.641162633895874,-1.1779308319091797,0.7094500064849854,1.1690256595611572,-0.329874724149704,0.438399076461792,0.640390157699585,-1.0900224447250366,0.5880609154701233,1.3018419742584229,0.03249707072973251,0.4065987467765808,1.2979851961135864,-0.02926587499678135,0.5736900568008423,1.9058620929718018,-0.15947610139846802,0.4058091640472412,1.8862590789794922,-0.11174875497817993,0.6037435531616211,2.501420021057129,0.12787680327892303,0.43276089429855347,2.5028696060180664,-0.016302889212965965,0.6064597964286804,2.5851407051086426,0.134768545627594,0.4327261447906494,2.585796356201172,-0.0205373615026474,0.5883633494377136,2.66390323638916,-0.2769131064414978,0.45721617341041565,2.6654562950134277,-0.4598556458950043
3,0.5109478235244751,0.3102981448173523,-0.5836336612701416,0.5264949202537537,0.25604167580604553,-0.5434219837188721,0.5378989577293396,0.2587416470050812,-0.543632984161377,0.5494822859764099,0.2627701759338379,-0.5436409711837769,0.4958164691925049,0.252414733171463,-0.5416519045829773,0.484150230884552,0.25293880701065063,-0.5414401292800903,0.4709615111351013,0.2541915774345398,-0.5417498350143433,0.56549471616745,0.2964005470275879,-0.22664518654346466,0.4487423300743103,0.28232938051223755,-0.24301251769065857,0.5279998779296875,0.3660305440425873,-0.4759898781776428,0.48664507269859314,0.3600417375564575,-0.4693426489830017,0.6320425271987915,0.6025280952453613,0.05044244974851608,0.3664402961730957,0.5617744326591492,-0.1387559175491333,0.6705892086029053,0.9006456136703491,0.08967987447977066,0.21198472380638123,0.8786701560020447,-0.4635137617588043,0.696334958076477,1.1532753705978394,-0.22373513877391815,0.3735846281051636,0.6773178577423096,-1.0028713941574097,0.701522707939148,1.2420167922973633,-0.29157063364982605,0.43291807174682617,0.693030059337616,-1.1250237226486206,0.6870601773262024,1.212566614151001,-0.3488902747631073,0.4492897093296051,0.6435437202453613,-1.0785831212997437,0.6781269311904907,1.1837353706359863,-0.2603137195110321,0.436652272939682,0.6413207054138184,-0.9944362640380859,0.5878164768218994,1.3032581806182861,0.03383975476026535,0.4058535099029541,1.3034186363220215,-0.03177722543478012,0.5804654359817505,1.902747631072998,-0.13282203674316406,0.413221538066864,1.886550784111023,-0.11785699427127838,0.608434796333313,2.4888551235198975,0.16476596891880035,0.44398579001426697,2.4946229457855225,-0.004768005106598139,0.6095301508903503,2.571481943130493,0.17272141575813293,0.4409259259700775,2.578709840774536,-0.006502403412014246,0.5996590256690979,2.653909683227539,-0.2203730344772339,0.47678080201148987,2.653285264968872,-0.44888749718666077
4,0.5103117227554321,0.3098740875720978,-0.5695481300354004,0.5274139642715454,0.2586439847946167,-0.5294573903083801,0.5383206009864807,0.261608749628067,-0.5296192169189453,0.5503167510032654,0.2658112347126007,-0.5295318365097046,0.4956281781196594,0.25240737199783325,-0.5303017497062683,0.4829792082309723,0.2518307864665985,-0.5303388237953186,0.4704267978668213,0.2524254620075226,-0.5307275652885437,0.566047191619873,0.29731085896492004,-0.2147676646709442,0.4510526657104492,0.280459463596344,-0.23887071013450623,0.5289384722709656,0.37035369873046875,-0.4654584527015686,0.4857361316680908,0.3646578788757324,-0.4609372615814209,0.6306841969490051,0.6000232100486755,0.05034709721803665,0.37180206179618835,0.5611141920089722,-0.14342990517616272,0.6707332730293274,0.9107018113136292,0.1114376038312912,0.21300248801708221,0.8752469420433044,-0.4688291549682617,0.6901406645774841,1.1696264743804932,-0.191502183675766,0.3725004494190216,0.667213499546051,-1.0056616067886353,0.6942210793495178,1.264492392539978,-0.257795512676239,0.4335334897041321,0.6748432517051697,-1.1266943216323853,0.6808943748474121,1.2363048791885376,-0.31747764348983765,0.4493575692176819,0.6333268880844116,-1.0825860500335693,0.6718324422836304,1.2042310237884521,-0.22866687178611755,0.43612638115882874,0.6327066421508789,-0.997796893119812,0.5889980792999268,1.287583351135254,0.037557702511548996,0.4045443534851074,1.2868521213531494,-0.03589700907468796,0.5824847221374512,1.893956184387207,-0.10460106283426285,0.4114759862422943,1.8783035278320312,-0.11328724771738052,0.6027158498764038,2.4807965755462646,0.19198672473430634,0.43844160437583923,2.490523338317871,0.009455308318138123,0.603164792060852,2.5620691776275635,0.19892874360084534,0.4332611560821533,2.57183837890625,0.009096115827560425,0.5960816144943237,2.6433043479919434,-0.1981414407491684,0.47379380464553833,2.643929958343506,-0.4381917119026184
5,0.5088237524032593,0.3079797029495239,-0.5958963632583618,0.5259336233139038,0.25824809074401855,-0.5501588582992554,0.5356751084327698,0.26082322001457214,-0.5503209233283997,0.5478984117507935,0.2647508978843689,-0.550262451171875,0.4947735667228699,0.24971002340316772,-0.5557770133018494,0.4831070005893707,0.24881936609745026,-0.55595463514328,0.4719619154930115,0.24934689700603485,-0.5564054250717163,0.5644270181655884,0.2966446280479431,-0.23629581928253174,0.4538973271846771,0.2718254625797272,-0.2659488320350647,0.5285372734069824,0.36979150772094727,-0.4796578288078308,0.48684757947921753,0.36284396052360535,-0.48707741498947144,0.6303126811981201,0.5967668890953064,0.019580092281103134,0.37515369057655334,0.5588309168815613,-0.16501697897911072,0.6697364449501038,0.9052461385726929,0.08984466642141342,0.21454735100269318,0.8535481095314026,-0.4984529912471771,0.705268919467926,1.1810128688812256,-0.17294694483280182,0.37954258918762207,0.6620221734046936,-1.04256272315979,0.7137370705604553,1.2766684293746948,-0.22813375294208527,0.44269904494285583,0.6608642935752869,-1.165047526359558,0.7014298439025879,1.2570468187332153,-0.2932402491569519,0.45658841729164124,0.6230311989784241,-1.1186326742172241,0.6900734305381775,1.226011872291565,-0.21079644560813904,0.4428804814815521,0.6248307824134827,-1.0338006019592285,0.5870015025138855,1.2731398344039917,0.03245854750275612,0.40268975496292114,1.2708920240402222,-0.031108399853110313,0.5778506398200989,1.866015911102295,-0.10404123365879059,0.40487122535705566,1.848549246788025,-0.11210813373327255,0.5947832465171814,2.4295387268066406,0.19976145029067993,0.42953214049339294,2.420341730117798,0.0135532571002841,0.5959185361862183,2.5042521953582764,0.20773184299468994,0.42611822485923767,2.4929428100585938,0.01264430396258831,0.5831160545349121,2.5893208980560303,-0.191008061170578,0.4603651463985443,2.576362371444702,-0.43590015172958374
6,0.5097866058349609,0.30776238441467285,-0.6335201859474182,0.5265712738037109,0.2574579119682312,-0.5870220065116882,0.5362117290496826,0.2600629925727844,-0.5871502161026001,0.5479700565338135,0.2636913061141968,-0.5871092081069946,0.4951631426811218,0.24932238459587097,-0.5938600301742554,0.48318442702293396,0.24847757816314697,-0.5940436124801636,0.47223153710365295,0.24882426857948303,-0.5944731831550598,0.5636090636253357,0.296122282743454,-0.2671806812286377,0.45329365134239197,0.2704653739929199,-0.30018943548202515,0.5294243097305298,0.3696306049823761,-0.512851357460022,0.4881177842617035,0.3628476858139038,-0.5225859880447388,0.6327272653579712,0.595153272151947,-0.0054925670847296715,0.37493377923965454,0.5585675239562988,-0.1929176151752472,0.674353301525116,0.9049621820449829,0.09850984066724777,0.2131948471069336,0.8374194502830505,-0.5318945050239563,0.7139279246330261,1.2062925100326538,-0.12425197660923004,0.38715583086013794,0.6410666704177856,-1.0510650873184204,0.7242255806922913,1.303268551826477,-0.17012634873390198,0.4504067003726959,0.6213153004646301,-1.1719344854354858,0.7126694917678833,1.2878583669662476,-0.23810867965221405,0.46506986021995544,0.5907344222068787,-1.1188949346542358,0.6998515129089355,1.2568219900131226,-0.16185113787651062,0.4511936604976654,0.5997438430786133,-1.0401870012283325,0.589260458946228,1.2715752124786377,0.027055401355028152,0.4061765670776367,1.2696501016616821,-0.025996491312980652,0.5786530375480652,1.8571922779083252,-0.11311867088079453,0.40455612540245056,1.8401938676834106,-0.11179927736520767,0.5947691202163696,2.4165360927581787,0.19353553652763367,0.4279692769050598,2.408541440963745,0.01071534026414156,0.5963475108146667,2.4916038513183594,0.20212897658348083,0.42529401183128357,2.4824154376983643,0.010704711079597473,0.5807446241378784,2.575108766555786,-0.1954983025789261,0.4566197991371155,2.5649547576904297,-0.43303433060646057
7,0.5103952884674072,0.3121890425682068,-0.7215481400489807,0.5267764329910278,0.26139381527900696,-0.6765891909599304,0.5356988310813904,0.26382482051849365,-0.6766458749771118,0.547475278377533,0.2669174373149872,-0.6765769720077515,0.4957718253135681,0.2538166046142578,-0.6816480159759521,0.48404502868652344,0.2527090609073639,-0.6818829774856567,0.47300633788108826,0.25293397903442383,-0.682371199131012,0.5630875825881958,0.29835307598114014,-0.352225661277771,0.4559366703033447,0.2746278643608093,-0.3776673972606659,0.5294504165649414,0.3735432028770447,-0.5988014936447144,0.4896640181541443,0.36760467290878296,-0.6065168976783752,0.635330080986023,0.5957504510879517,-0.08084382861852646,0.37841010093688965,0.5590554475784302,-0.2461889535188675,0.6792415380477905,0.9040021300315857,0.06364748626947403,0.2148563116788864,0.8210957646369934,-0.5725439190864563,0.7193856239318848,1.2035611867904663,-0.15403470396995544,0.3937642574310303,0.6135584712028503,-1.0701199769973755,0.7295854687690735,1.2986117601394653,-0.20242631435394287,0.4546433389186859,0.58652663230896,-1.189094066619873,0.7188588976860046,1.2812554836273193,-0.2667704224586487,0.4690043032169342,0.5594462752342224,-1.1388218402862549,0.7062050700187683,1.2503184080123901,-0.19017072021961212,0.45399609208106995,0.5700098872184753,-1.0608354806900024,0.5909112691879272,1.2705942392349243,0.02130611427128315,0.40736308693885803,1.2684956789016724,-0.02028598263859749,0.5784834623336792,1.8520197868347168,-0.11433583498001099,0.40335455536842346,1.8336498737335205,-0.11358243227005005,0.5934615135192871,2.4089670181274414,0.19770774245262146,0.4260530471801758,2.399857997894287,0.018544258549809456,0.5949746966362,2.484400510787964,0.2063523828983307,0.4241151213645935,2.4741835594177246,0.019841661676764488,0.5782083868980408,2.5643539428710938,-0.1986571103334427,0.4521597921848297,2.5532784461975098,-0.4283449053764343
8,0.5086663961410522,0.322806179523468,-0.7259303331375122,0.5260298252105713,0.2700839340686798,-0.6813377141952515,0.534584105014801,0.27240920066833496,-0.6813720464706421,0.5461553335189819,0.27514612674713135,-0.6813009977340698,0.49453282356262207,0.26346448063850403,-0.6822432279586792,0.48271283507347107,0.2623434364795685,-0.6824458837509155,0.47145527601242065,0.2625235319137573,-0.6829116344451904,0.5637096166610718,0.30679211020469666,-0.3611529469490051,0.4568703770637512,0.2826294004917145,-0.36812764406204224,0.5286635160446167,0.38461747765541077,-0.6047443151473999,0.48806071281433105,0.38002967834472656,-0.606803297996521,0.6367100477218628,0.6031400561332703,-0.09340821951627731,0.3848293423652649,0.5592900514602661,-0.23458898067474365,0.6839177012443542,0.9055274128913879,0.011302855797111988,0.22033774852752686,0.80287766456604,-0.564141035079956,0.7170242071151733,1.1967442035675049,-0.19449163973331451,0.396418035030365,0.5763894319534302,-1.0702247619628906,0.7251025438308716,1.2880247831344604,-0.2460092306137085,0.4543001055717468,0.5423721671104431,-1.1905640363693237,0.7135128974914551,1.260894775390625,-0.2948026955127716,0.4691442549228668,0.5199390053749084,-1.1481666564941406,0.7021299600601196,1.2315192222595215,-0.22431619465351105,0.4547463059425354,0.5334609150886536,-1.062849521636963,0.590984582901001,1.274585485458374,0.012262463569641113,0.4071540832519531,1.2690080404281616,-0.011169306002557278,0.5772469639778137,1.8509470224380493,-0.13288870453834534,0.4023168683052063,1.8279258012771606,-0.1181349903345108,0.5836131572723389,2.4038751125335693,0.17031200230121613,0.4143597185611725,2.39272403717041,0.01183770876377821,0.584617018699646,2.479645013809204,0.17730887234210968,0.41261520981788635,2.4685373306274414,0.011378460563719273,0.5636438727378845,2.5549163818359375,-0.24107623100280762,0.4357009530067444,2.542196750640869,-0.4382323622703552
9,0.5085757374763489,0.3293013870716095,-0.7485882639884949,0.5268665552139282,0.27736249566078186,-0.704670786857605,0.5351688861846924,0.2793252170085907,-0.704677939414978,0.5462589263916016,0.28180620074272156,-0.7046394348144531,0.4953137934207916,0.273557186126709,-0.7039625644683838,0.48318323493003845,0.2734549939632416,-0.7042173147201538,0.4720615744590759,0.2742033898830414,-0.7046683430671692,0.5646759867668152,0.31309714913368225,-0.3997446894645691,0.46009182929992676,0.2907382845878601,-0.3987305164337158,0.5288282632827759,0.39068204164505005,-0.6340011358261108,0.48762616515159607,0.3894689679145813,-0.6342770457267761,0.636635959148407,0.6115247011184692,-0.15183764696121216,0.3905661702156067,0.5607607960700989,-0.2586097717285156,0.6851213574409485,0.9133473634719849,-0.04537432640790939,0.224582239985466,0.7792952656745911,-0.611974835395813,0.722122311592102,1.210024118423462,-0.19714482128620148,0.4001384377479553,0.5269269943237305,-1.070751428604126,0.734154999256134,1.3023688793182373,-0.23726268112659454,0.4536063075065613,0.4772306978702545,-1.1846405267715454,0.7226153612136841,1.2845302820205688,-0.2933465838432312,0.46891212463378906,0.46472498774528503,-1.131250023841858,0.7108923196792603,1.2536927461624146,-0.22747471928596497,0.45569944381713867,0.48206016421318054,-1.0590734481811523,0.5902303457260132,1.2842522859573364,0.0038364853244274855,0.4077783226966858,1.2747520208358765,-0.0029165511950850487,0.5690129995346069,1.8417656421661377,-0.14460064470767975,0.4015694260597229,1.8149110078811646,-0.12708033621311188,0.5722028017044067,2.3846113681793213,0.1451231688261032,0.40288299322128296,2.373317241668701,-0.008628045208752155,0.5730485916137695,2.4596688747406006,0.15196412801742554,0.4002174437046051,2.451155662536621,-0.010546980425715446,0.551864504814148,2.5328869819641113,-0.2513239085674286,0.42148280143737793,2.5133142471313477,-0.44227084517478943
