frame_number,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,0.5534365773200989,0.30697134137153625,-0.6622360944747925,0.5818137526512146,0.25496146082878113,-0.6096282005310059,0.5981298685073853,0.25841963291168213,-0.6095049977302551,0.6144064664840698,0.2623296082019806,-0.6097699403762817,0.5359445810317993,0.25272396206855774,-0.6107920408248901,0.5206909775733948,0.255021333694458,-0.6104251146316528,0.5059205293655396,0.2579666078090668,-0.6112163662910461,0.6423568725585938,0.29505476355552673,-0.29263541102409363,0.49762868881225586,0.2949336767196655,-0.2854156494140625,0.5852634310722351,0.38173991441726685,-0.549113392829895,0.525466799736023,0.38512083888053894,-0.5467010736465454,0.7759289741516113,0.6519647836685181,-0.1232655793428421,0.35908079147338867,0.6057646870613098,-0.28210216760635376,0.8695788383483887,0.9659160375595093,-0.1099628433585167,0.2752722501754761,0.9366075992584229,-0.454684317111969,0.9124566316604614,1.3898576498031616,-0.39630213379859924,0.26354414224624634,1.2935080528259277,-1.098899483680725,0.9497017860412598,1.4917227029800415,-0.4720931947231293,0.22924813628196716,1.3883744478225708,-1.2444205284118652,0.9183610081672668,1.4963858127593994,-0.5508852601051331,0.27039632201194763,1.382641077041626,-1.3189582824707031,0.89240962266922,1.4592558145523071,-0.4470323622226715,0.29086655378341675,1.3496719598770142,-1.154460072517395,0.6963741779327393,1.4772326946258545,-0.0320458821952343,0.3957372307777405,1.4590976238250732,0.036243587732315063,0.6594786643981934,2.1792726516723633,-0.05131415277719498,0.3788151144981384,2.1608245372772217,-0.09004394710063934,0.6429829001426697,2.832094430923462,0.5009465217590332,0.3644639849662781,2.8118889331817627,0.2527902126312256,0.6482498049736023,2.927265167236328,0.5211337804794312,0.3535003364086151,2.9044013023376465,0.2692969739437103,0.5965653657913208,3.0192553997039795,-0.051766496151685715,0.4064621925354004,3.0054047107696533,-0.3798489272594452
1,0.5672522187232971,0.28796130418777466,-0.8306832313537598,0.5984097719192505,0.24032671749591827,-0.77228182554245,0.6152107119560242,0.24484649300575256,-0.7721911668777466,0.6314433813095093,0.25002652406692505,-0.7724510431289673,0.5521777868270874,0.23954054713249207,-0.7634732127189636,0.5369433164596558,0.24300046265125275,-0.7630365490913391,0.522816002368927,0.2468370795249939,-0.763786256313324,0.6677505970001221,0.29396945238113403,-0.39490067958831787,0.5211983323097229,0.2876790761947632,-0.3423313796520233,0.6037493348121643,0.3708847165107727,-0.6953316330909729,0.5404610633850098,0.37151822447776794,-0.6798638105392456,0.792113721370697,0.6595948934555054,-0.16394172608852386,0.38427838683128357,0.592390775680542,-0.26677384972572327,0.8730795979499817,1.004328727722168,-0.10213122516870499,0.2880592346191406,0.9457219243049622,-0.4545806050300598,0.9388386607170105,1.4401531219482422,-0.41342490911483765,0.2548985779285431,1.3120232820510864,-1.2305247783660889,0.9741358757019043,1.5495046377182007,-0.49715477228164673,0.21674342453479767,1.4090145826339722,-1.4071983098983765,0.9391471147537231,1.555106282234192,-0.5864577293395996,0.2612881362438202,1.4018274545669556,-1.476468801498413,0.9141212701797485,1.513574242591858,-0.46774131059646606,0.2840385437011719,1.36872136592865,-1.2764095067977905,0.708428680896759,1.464154601097107,-0.029305074363946915,0.4092259407043457,1.436697006225586,0.03348638117313385,0.6660377383232117,2.1689605712890625,-0.040993280708789825,0.3878088593482971,2.146843671798706,-0.04524432122707367,0.6449590921401978,2.8193788528442383,0.5612175464630127,0.37046733498573303,2.7942473888397217,0.3469100892543793,0.6506806015968323,2.915382146835327,0.5830630660057068,0.36111924052238464,2.88390851020813,0.36452436447143555,0.5927512049674988,2.999814510345459,-0.04739505425095558,0.4068354666233063,2.9887735843658447,-0.3512996435165405
2,0.57852703332901,0.2923504114151001,-0.7331918478012085,0.6060527563095093,0.24475134909152985,-0.6712971329689026,0.6223235130310059,0.2488938271999359,-0.6711981296539307,0.6377438306808472,0.25348496437072754,-0.6714354753494263,0.5590596199035645,0.2435615211725235,-0.6771923899650574,0.5432868003845215,0.2465207725763321,-0.6767159700393677,0.5283856391906738,0.25008437037467957,-0.6773165464401245,0.6673671007156372,0.2971148192882538,-0.2901810109615326,0.5183263421058655,0.2890825569629669,-0.3033159375190735,0.6125858426094055,0.3748902976512909,-0.5956717729568481,0.5490500330924988,0.37533214688301086,-0.5987347364425659,0.7828547954559326,0.6548040509223938,-0.04271939769387245,0.3870580792427063,0.591269850730896,-0.22696144878864288,0.8557446599006653,0.9929563999176025,0.08250633627176285,0.27494192123413086,0.9467518925666809,-0.3840661346912384,0.9184206128120422,1.2834738492965698,-0.17561198770999908,0.20816130936145782,1.306377649307251,-0.998881995677948,0.9488197565078735,1.3517621755599976,-0.24722418189048767,0.16219103336334229,1.4000526666641235,-1.1408523321151733,0.9283398389816284,1.3503315448760986,-0.343295156955719,0.20382459461688995,1.3939355611801147,-1.2281363010406494,0.9044297337532043,1.3274809122085571,-0.23278295993804932,0.2310742884874344,1.363682508468628,-1.0543287992477417,0.7068758606910706,1.4442825317382812,-0.011722131632268429,0.41012272238731384,1.4271711111068726,0.0157912764698267,0.6702440977096558,2.1553947925567627,-0.06892366707324982,0.3989003896713257,2.1431212425231934,-0.08312458544969559,0.6498398184776306,2.810112714767456,0.44239702820777893,0.3851056396961212,2.795863628387451,0.19470608234405518,0.6526119709014893,2.901301383972168,0.45579251646995544,0.3733806610107422,2.885251522064209,0.20267315208911896,0.6122840642929077,2.9951088428497314,-0.11709816753864288,0.4233368933200836,2.990199327468872,-0.4773029685020447
3,0.5841736793518066,0.29199427366256714,-0.753358006477356,0.6094543933868408,0.24398364126682281,-0.6879358291625977,0.6262194514274597,0.24796651303768158,-0.6879775524139404,0.6413873434066772,0.2522861063480377,-0.6881560683250427,0.5598869323730469,0.2434823215007782,-0.6964194178581238,0.5430294275283813,0.2467661052942276,-0.6959709525108337,0.5274952054023743,0.2506738007068634,-0.6965806484222412,0.6704263687133789,0.29653966426849365,-0.29383713006973267,0.5132494568824768,0.2904662489891052,-0.3172481954097748,0.6193982362747192,0.3728958070278168,-0.6112380027770996,0.553981602191925,0.37470340728759766,-0.61760413646698,0.7820554971694946,0.6538746953010559,-0.022915860638022423,0.38866525888442993,0.5923133492469788,-0.23098719120025635,0.856874942779541,0.9924680590629578,0.1099018007516861,0.2708241045475006,0.9619722366333008,-0.38605839014053345,0.9333465695381165,1.3055362701416016,-0.1669645607471466,0.22796492278575897,1.3201831579208374,-0.9991467595100403,0.9702272415161133,1.3922024965286255,-0.24280807375907898,0.1890021711587906,1.4220433235168457,-1.140962839126587,0.9474648237228394,1.3887885808944702,-0.3351420760154724,0.23371973633766174,1.4165147542953491,-1.2228000164031982,0.9227107763290405,1.3587405681610107,-0.22360041737556458,0.2580961585044861,1.3820232152938843,-1.0515949726104736,0.7184842824935913,1.4472324848175049,-0.008227217942476273,0.42404183745384216,1.4333487749099731,0.012373961508274078,0.6918812990188599,2.157047748565674,-0.07288309186697006,0.4200276732444763,2.146575689315796,-0.0832953006029129,0.6812225580215454,2.80912709236145,0.4388177990913391,0.4200843274593353,2.798253059387207,0.2059101164340973,0.6833891868591309,2.9004526138305664,0.45352235436439514,0.4098343253135681,2.8880114555358887,0.21594341099262238,0.650861382484436,2.996082305908203,-0.13086991012096405,0.46574097871780396,2.9925880432128906,-0.47257184982299805
4,0.5960681438446045,0.28952282667160034,-0.9245265126228333,0.6164924502372742,0.24305501580238342,-0.8414045572280884,0.6323518753051758,0.2473135143518448,-0.8416134715080261,0.6469433903694153,0.25165435671806335,-0.8416897654533386,0.5674234628677368,0.24229684472084045,-0.8589900732040405,0.5503212213516235,0.2459583878517151,-0.8586828112602234,0.5344306826591492,0.2501024901866913,-0.8593735694885254,0.6706496477127075,0.2963947355747223,-0.33164384961128235,0.5145943760871887,0.29058125615119934,-0.4374672472476959,0.6273934841156006,0.370388388633728,-0.7536259293556213,0.564047634601593,0.3725918233394623,-0.7739174962043762,0.7822163105010986,0.6498174667358398,-0.06709180027246475,0.3906800150871277,0.5973454713821411,-0.3294479250907898,0.8561590313911438,0.9900107979774475,0.02674899622797966,0.2608102858066559,0.9695051908493042,-0.6439079642295837,0.9550082087516785,1.3617643117904663,-0.21195897459983826,0.26498574018478394,1.2118030786514282,-1.5927932262420654,0.9963828325271606,1.4686006307601929,-0.2548830807209015,0.24809344112873077,1.2867947816848755,-1.7929859161376953,0.9764954447746277,1.4680018424987793,-0.49497348070144653,0.29026925563812256,1.2586417198181152,-1.8583104610443115,0.9489986300468445,1.4295803308486938,-0.23084387183189392,0.3176807165145874,1.0977472066879272,-1.6466991901397705,0.7306416630744934,1.4472644329071045,0.0007095130858942866,0.4410828948020935,1.4355767965316772,0.0038093789480626583,0.7151856422424316,2.1522576808929443,-0.1447216272354126,0.44207096099853516,2.1451141834259033,-0.14105108380317688,0.7011412382125854,2.8019003868103027,0.40212541818618774,0.4430941641330719,2.793996572494507,0.16300764679908752,0.7020523548126221,2.894787549972534,0.4149013161659241,0.42811650037765503,2.8856189250946045,0.16874799132347107,0.6647294759750366,2.9823479652404785,-0.2341981828212738,0.485189825296402,2.9774272441864014,-0.5639787912368774
5,0.594560444355011,0.28282544016838074,-1.0453741550445557,0.6147498488426208,0.23880179226398468,-0.9665943384170532,0.630972683429718,0.24390865862369537,-0.9668368101119995,0.6457876563072205,0.24907393753528595,-0.9667655229568481,0.5652410387992859,0.23560990393161774,-0.9657556414604187,0.5485202074050903,0.23853762447834015,-0.9653112292289734,0.5330430269241333,0.24210815131664276,-0.965960681438446,0.671366810798645,0.29476648569107056,-0.47909799218177795,0.5163290500640869,0.2849988341331482,-0.4819076657295227,0.625995397567749,0.3628149628639221,-0.8742782473564148,0.5622439980506897,0.36174219846725464,-0.8728011846542358,0.7834603786468506,0.6499010324478149,-0.15940457582473755,0.3916250467300415,0.5913107395172119,-0.3298187851905823,0.8570998907089233,0.9884375929832458,-0.08600020408630371,0.2563502788543701,0.9622863531112671,-0.6098582148551941,0.9468783140182495,1.371687650680542,-0.5624805688858032,0.24788865447044373,1.1178964376449585,-1.6157251596450806,0.9821300506591797,1.4775454998016357,-0.6851303577423096,0.22993293404579163,1.1767184734344482,-1.8240728378295898,0.9562414884567261,1.4694653749465942,-0.7944132089614868,0.2710331082344055,1.137142539024353,-1.9018558263778687,0.9321514368057251,1.4315584897994995,-0.6274737119674683,0.2866072356700897,1.1178780794143677,-1.67826247215271,0.7283734083175659,1.4391734600067139,-0.016813650727272034,0.4356326460838318,1.4261966943740845,0.021731801331043243,0.7127947807312012,2.136322021484375,-0.17582091689109802,0.4301431179046631,2.1253230571746826,-0.1347718983888626,0.6844128966331482,2.7793962955474854,0.37936678528785706,0.4267943799495697,2.7645986080169678,0.19970540702342987,0.6852769255638123,2.8724539279937744,0.39101657271385193,0.414890855550766,2.854175567626953,0.20716829597949982,0.6324590444564819,2.952639579772949,-0.2952693998813629,0.4554702341556549,2.941189765930176,-0.5558306574821472
6,0.5912786722183228,0.2784842550754547,-1.0365427732467651,0.6126365661621094,0.23522630333900452,-0.9609900712966919,0.6291616559028625,0.24072249233722687,-0.9613138437271118,0.6443337202072144,0.24640554189682007,-0.9613178968429565,0.5625964403152466,0.23110924661159515,-0.9577410817146301,0.5459282994270325,0.23356129229068756,-0.9572131037712097,0.5306285619735718,0.23674072325229645,-0.9577159881591797,0.6717318892478943,0.2926756739616394,-0.47820544242858887,0.5154971480369568,0.2794046998023987,-0.4652242660522461,0.6233386993408203,0.3577694892883301,-0.8644375801086426,0.5588376522064209,0.35380956530570984,-0.8598647117614746,0.7834550142288208,0.6497441530227661,-0.19915197789669037,0.39143961668014526,0.5914433598518372,-0.2342807501554489,0.8575747609138489,0.9849412441253662,-0.39601683616638184,0.24716131389141083,0.9385327696800232,-0.602695643901825,0.9147540926933289,1.2697583436965942,-1.1540555953979492,0.22022521495819092,1.0063042640686035,-1.7830274105072021,0.9253635406494141,1.348204255104065,-1.332284688949585,0.1918567568063736,1.0326091051101685,-2.0113823413848877,0.8911972045898438,1.3009798526763916,-1.3894331455230713,0.22898080945014954,0.9902414679527283,-2.080148935317993,0.8754711151123047,1.2759639024734497,-1.2064615488052368,0.2511431872844696,0.989298403263092,-1.8472328186035156,0.723401665687561,1.4153393507003784,-0.04514290764927864,0.4270607531070709,1.401760458946228,0.05015735700726509,0.7013412714004517,2.102663993835449,-0.20208346843719482,0.4194026589393616,2.0845956802368164,-0.08296576142311096,0.6790327429771423,2.7361135482788086,0.330183744430542,0.41316208243370056,2.7111854553222656,0.25986891984939575,0.6818618178367615,2.8266537189483643,0.34279268980026245,0.40238529443740845,2.7959396839141846,0.2697347104549408,0.6291323304176331,2.9057507514953613,-0.32585176825523376,0.4479120671749115,2.8901219367980957,-0.48749175667762756
7,0.588570773601532,0.27948203682899475,-1.0609930753707886,0.6116282343864441,0.23532941937446594,-0.9840167760848999,0.6283060312271118,0.2405187338590622,-0.9841905832290649,0.643635630607605,0.24586528539657593,-0.9841766357421875,0.5613685846328735,0.23151521384716034,-0.9845220446586609,0.544876754283905,0.23393818736076355,-0.9839374423027039,0.5297343730926514,0.23696117103099823,-0.9845633506774902,0.6716607809066772,0.28943926095962524,-0.5311044454574585,0.5147067308425903,0.277311772108078,-0.5244184732437134,0.6222390532493591,0.35849153995513916,-0.9008591771125793,0.5569784641265869,0.3551364541053772,-0.8979908227920532,0.7823407053947449,0.6476451754570007,-0.24507418274879456,0.38957253098487854,0.5984484553337097,-0.3146928548812866,0.8563286066055298,0.9754119515419006,-0.2535565495491028,0.20276141166687012,0.9236925840377808,-0.34664633870124817,0.9385744333267212,1.3189512491226196,-0.8005794286727905,0.03337825834751129,1.2077370882034302,-0.9480652809143066,0.970981776714325,1.4179099798202515,-0.954563319683075,-0.028149202466011047,1.2867944240570068,-1.0954676866531372,0.9384614825248718,1.405341386795044,-0.9983404874801636,0.0025872387923300266,1.2790684700012207,-1.2246445417404175,0.9158816337585449,1.3708559274673462,-0.8423590660095215,0.034397125244140625,1.2604217529296875,-1.0263636112213135,0.7213200330734253,1.4131547212600708,-0.045238543301820755,0.42376774549484253,1.404487133026123,0.050381481647491455,0.6985054016113281,2.1031510829925537,-0.19037723541259766,0.41651350259780884,2.0942630767822266,-0.0691460520029068,0.6833204627037048,2.735576629638672,0.4479752480983734,0.4135287404060364,2.723559617996216,0.30205705761909485,0.6874934434890747,2.828892469406128,0.46884140372276306,0.405182421207428,2.8129284381866455,0.31526750326156616,0.6360206604003906,2.9110045433044434,-0.2135237455368042,0.4514938294887543,2.9041237831115723,-0.43984025716781616
8,0.5875300168991089,0.2798250615596771,-1.1046417951583862,0.6110914945602417,0.234026700258255,-1.022682785987854,0.6278045177459717,0.2389618307352066,-1.022563099861145,0.6431930065155029,0.24423140287399292,-1.0225950479507446,0.5603110194206238,0.23083877563476562,-1.0231328010559082,0.5431627035140991,0.23343637585639954,-1.0225567817687988,0.5274320840835571,0.23659943044185638,-1.0230579376220703,0.6714859008789062,0.28772076964378357,-0.5437611937522888,0.5112202167510986,0.27669134736061096,-0.5421975255012512,0.6215807795524597,0.3588643968105316,-0.9348862767219543,0.5563247799873352,0.3560533821582794,-0.9343448877334595,0.7827349901199341,0.6491180658340454,-0.24052321910858154,0.38478153944015503,0.6126865744590759,-0.34917402267456055,0.8567222356796265,0.9734405875205994,-0.047989699989557266,0.15265685319900513,0.9204807281494141,-0.6623031497001648,0.9605603218078613,1.3700441122055054,-0.28609055280685425,0.034869156777858734,1.1178027391433716,-1.5860621929168701,0.9992402791976929,1.4745535850524902,-0.3462953269481659,0.03192712366580963,1.164739727973938,-1.7681220769882202,0.9712955355644226,1.4708126783370972,-0.4335578978061676,0.07834455370903015,1.1242544651031494,-1.8215681314468384,0.9457305073738098,1.438011646270752,-0.33705317974090576,0.07527343928813934,1.1217390298843384,-1.6361627578735352,0.721619725227356,1.4381544589996338,-0.04369104653596878,0.421776682138443,1.4351011514663696,0.048785991966724396,0.7019853591918945,2.134772300720215,-0.07500972598791122,0.4148923456668854,2.1358916759490967,-0.03112218715250492,0.6912899017333984,2.772029399871826,0.6363697648048401,0.4115065634250641,2.760215997695923,0.42800331115722656,0.6969808340072632,2.8652472496032715,0.6592843532562256,0.40240225195884705,2.8453750610351562,0.4517999589443207,0.6479514837265015,2.9477832317352295,-0.05270753428339958,0.4568001627922058,2.948425531387329,-0.3435802161693573
9,0.5868910551071167,0.2753414511680603,-1.1123058795928955,0.6109281778335571,0.22643044590950012,-1.0267902612686157,0.6276976466178894,0.23046311736106873,-1.026634931564331,0.6431539058685303,0.23566529154777527,-1.0266908407211304,0.5591796040534973,0.22591011226177216,-1.034355878829956,0.5414801836013794,0.22951482236385345,-1.0337857007980347,0.5246824026107788,0.23395782709121704,-1.0341893434524536,0.6716434955596924,0.28264185786247253,-0.5313383340835571,0.5052042007446289,0.2769309878349304,-0.5579608082771301,0.6230074167251587,0.3541058897972107,-0.9355061650276184,0.5558713674545288,0.3515870273113251,-0.9437950849533081,0.7820466756820679,0.6510486006736755,-0.1937972605228424,0.3843410611152649,0.6194428205490112,-0.373151957988739,0.8527487516403198,0.9636921286582947,0.07764413952827454,0.14539876580238342,0.922286868095398,-0.6422339677810669,0.9612821340560913,1.3725228309631348,-0.1651904135942459,0.1537626087665558,1.0608501434326172,-1.594995141029358,0.9986710548400879,1.4750392436981201,-0.23336055874824524,0.17467108368873596,1.141706943511963,-1.8250131607055664,0.973914623260498,1.4700472354888916,-0.3268375098705292,0.22848348319530487,1.069963812828064,-1.757031798362732,0.9481056332588196,1.438470721244812,-0.21984076499938965,0.22599907219409943,1.0678858757019043,-1.6362788677215576,0.7181574106216431,1.4470983743667603,-0.034560736268758774,0.41449427604675293,1.4453798532485962,0.03944625332951546,0.7015789747238159,2.1503050327301025,-0.06349144876003265,0.41632065176963806,2.1524622440338135,-0.04303980618715286,0.6906806230545044,2.7897636890411377,0.6209613084793091,0.40943583846092224,2.781965970993042,0.38993027806282043,0.6956959962844849,2.8801209926605225,0.6408591866493225,0.396645724773407,2.8657164573669434,0.41162046790122986,0.652429461479187,2.9678149223327637,-0.06273897737264633,0.4597930312156677,2.9712510108947754,-0.37772300839424133
