frame_number,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,0.5630627870559692,0.3788844645023346,-0.6987310647964478,0.5925103425979614,0.3244999945163727,-0.6576031446456909,0.6117845177650452,0.3278905153274536,-0.6573389768600464,0.6322088241577148,0.3318495750427246,-0.6572225093841553,0.5352897047996521,0.3200458288192749,-0.6568878889083862,0.5167935490608215,0.32023555040359497,-0.6567661166191101,0.49975085258483887,0.3205936849117279,-0.657070517539978,0.6695152521133423,0.36357176303863525,-0.3961738049983978,0.47680649161338806,0.35267579555511475,-0.3782198429107666,0.5974124670028687,0.44817182421684265,-0.6021378636360168,0.5247343182563782,0.4387369751930237,-0.5971213579177856,0.7744036912918091,0.6964390277862549,-0.24913322925567627,0.3667604625225067,0.7057715058326721,-0.27371954917907715,0.8607317209243774,1.0537294149398804,-0.22025664150714874,0.21367597579956055,1.0340243577957153,-0.24192342162132263,0.916354775428772,1.438103199005127,-0.43772563338279724,0.23719684779644012,1.390171766281128,-0.6302925944328308,0.950630784034729,1.5335811376571655,-0.4969126582145691,0.22773078083992004,1.4815179109573364,-0.6953608989715576,0.9113233685493469,1.529909372329712,-0.5399796962738037,0.2700117528438568,1.4487462043762207,-0.7482609152793884,0.8876756429672241,1.4982644319534302,-0.4674345552921295,0.28395265340805054,1.4223922491073608,-0.6598194241523743,0.6940736770629883,1.4265159368515015,-0.047257356345653534,0.4292123317718506,1.4258487224578857,0.05121909826993942,0.685418963432312,1.9727905988693237,0.03650090843439102,0.44202548265457153,1.9618239402770996,0.1029132828116417,0.658596932888031,2.4260449409484863,0.6225773096084595,0.4358972907066345,2.402674436569214,0.47889167070388794,0.6639310121536255,2.500331163406372,0.6550776362419128,0.4249242842197418,2.4761173725128174,0.5070134997367859,0.6074813008308411,2.595501661300659,0.24963924288749695,0.4898358881473541,2.582907199859619,0.03468882292509079
1,0.5485701560974121,0.39756742119789124,-0.7791863679885864,0.5779483318328857,0.33762750029563904,-0.7382578253746033,0.5969173908233643,0.33828744292259216,-0.7380019426345825,0.6164740920066833,0.3413013815879822,-0.7383190393447876,0.5217521786689758,0.33785656094551086,-0.7314305305480957,0.503696858882904,0.3386898934841156,-0.7306835651397705,0.4875257909297943,0.34097495675086975,-0.7309703826904297,0.6444096565246582,0.37598976492881775,-0.41609349846839905,0.4620717167854309,0.37418410181999207,-0.36644285917282104,0.5888705253601074,0.4671502113342285,-0.6558753252029419,0.5151603817939758,0.45988234877586365,-0.6413317918777466,0.7741910219192505,0.7130027413368225,-0.23105700314044952,0.3328586518764496,0.6996259093284607,-0.23766815662384033,0.8730664253234863,1.1496344804763794,-0.14713039994239807,0.19091734290122986,0.9791803956031799,-0.17687347531318665,0.8815542459487915,1.4690930843353271,-0.339133083820343,0.1322329342365265,1.4247047901153564,-0.5728803277015686,0.9109524488449097,1.594088077545166,-0.4096718728542328,0.0900849848985672,1.5316463708877563,-0.6682345271110535,0.8652087450027466,1.5715219974517822,-0.4651927351951599,0.13507087528705597,1.5314456224441528,-0.7582303285598755,0.846213698387146,1.535007119178772,-0.37597593665122986,0.1603674590587616,1.4934204816818237,-0.6264422535896301,0.6751375794410706,1.483025312423706,-0.06909628212451935,0.36917394399642944,1.4823932647705078,0.07373679429292679,0.660854160785675,2.15364670753479,-0.03784393519163132,0.3767150342464447,2.1399426460266113,0.1468641459941864,0.651806652545929,2.7458410263061523,0.5841233730316162,0.3755243420600891,2.7293710708618164,0.617050290107727,0.6581047773361206,2.8371291160583496,0.6151115298271179,0.3667609393596649,2.8212502002716064,0.6507255434989929,0.6032965779304504,2.932772636413574,0.07442875951528549,0.4219781756401062,2.914299488067627,0.04297899827361107
2,0.5452188849449158,0.39982277154922485,-0.8598610758781433,0.5749948024749756,0.33519381284713745,-0.8120521306991577,0.5946906805038452,0.33548933267593384,-0.8119290471076965,0.6106441020965576,0.33722639083862305,-0.8122849464416504,0.5167752504348755,0.33694562315940857,-0.8098150491714478,0.4977729916572571,0.3377455472946167,-0.8090198636054993,0.48143768310546875,0.3394095003604889,-0.8093252182006836,0.6462408304214478,0.3721281886100769,-0.4619864821434021,0.4631217420101166,0.3731510043144226,-0.43097805976867676,0.5852692127227783,0.46857330203056335,-0.7263721227645874,0.5118955373764038,0.4648950397968292,-0.7173420190811157,0.7839460372924805,0.7119714021682739,-0.24757833778858185,0.3381757438182831,0.7011204957962036,-0.29729434847831726,0.8713692426681519,1.1657729148864746,-0.15520541369915009,0.18037094175815582,0.9858976006507874,-0.1990719884634018,0.8859332799911499,1.4752881526947021,-0.3693222403526306,0.11008135229349136,1.4706369638442993,-0.55707848072052,0.9186875224113464,1.6140010356903076,-0.44746580719947815,0.06142795830965042,1.5877759456634521,-0.6547134518623352,0.8703368902206421,1.6116411685943604,-0.5072417259216309,0.11462690681219101,1.5805747509002686,-0.7560721039772034,0.8490870594978333,1.5705392360687256,-0.4105431139469147,0.1429886817932129,1.5204285383224487,-0.6138617396354675,0.6860793232917786,1.5002899169921875,-0.0654660239815712,0.3778427243232727,1.5061520338058472,0.07049046456813812,0.6643005609512329,2.1754472255706787,-0.0492655374109745,0.37580156326293945,2.1599462032318115,0.12036720663309097,0.651758074760437,2.768805503845215,0.5768318772315979,0.37600943446159363,2.7419192790985107,0.5512428283691406,0.6582545042037964,2.8647170066833496,0.6057319641113281,0.3691025376319885,2.835019826889038,0.5790272951126099,0.6000136137008667,2.953669309616089,0.03582162782549858,0.4206675887107849,2.9310524463653564,-0.05087481811642647
3,0.5475325584411621,0.3977414071559906,-0.9754487872123718,0.5780758857727051,0.333158016204834,-0.916918933391571,0.5971645712852478,0.33343037962913513,-0.9168248176574707,0.6124975681304932,0.33499184250831604,-0.9171943664550781,0.5188961029052734,0.3347058594226837,-0.9198466539382935,0.4996967911720276,0.335360050201416,-0.9190260171890259,0.48271822929382324,0.33661726117134094,-0.9193205833435059,0.6454170942306519,0.3703030049800873,-0.5162855982780457,0.4621241092681885,0.37074387073516846,-0.5101423859596252,0.5863730907440186,0.4664818346500397,-0.8237230181694031,0.5121286511421204,0.46332257986068726,-0.8221899271011353,0.7816031575202942,0.712189257144928,-0.242723748087883,0.3361538350582123,0.7014532089233398,-0.33891040086746216,0.859898567199707,1.1692309379577637,-0.07856953144073486,0.18071487545967102,0.9853550791740417,-0.21307921409606934,0.880028247833252,1.4807605743408203,-0.2964676320552826,0.11347029358148575,1.477217197418213,-0.5941706299781799,0.9122610092163086,1.6182360649108887,-0.36777204275131226,0.06447573006153107,1.5900334119796753,-0.7007914781570435,0.8658396005630493,1.6220194101333618,-0.4400094151496887,0.11713866144418716,1.5946577787399292,-0.8081938028335571,0.8456327319145203,1.5765039920806885,-0.34347349405288696,0.14440807700157166,1.5346664190292358,-0.6538503766059875,0.6856129169464111,1.507372260093689,-0.060394685715436935,0.3755568861961365,1.504824161529541,0.06587253510951996,0.6668181419372559,2.1756272315979004,-0.08189322799444199,0.37893012166023254,2.161545753479004,0.10678665339946747,0.6562462449073792,2.7680861949920654,0.5516908764839172,0.3795132040977478,2.7408952713012695,0.5137680768966675,0.662895143032074,2.8676183223724365,0.579181969165802,0.37185558676719666,2.836531400680542,0.536035418510437,0.6034884452819824,2.947613000869751,-0.03026239573955536,0.4265745282173157,2.9258389472961426,-0.11770252883434296
4,0.5427725315093994,0.3974469006061554,-1.015915870666504,0.5727402567863464,0.3333193063735962,-0.9565572738647461,0.5924226641654968,0.3335733711719513,-0.9565097689628601,0.6079055666923523,0.33530712127685547,-0.9568454027175903,0.5144051909446716,0.3347378373146057,-0.9590862989425659,0.4956733286380768,0.3354613184928894,-0.958297848701477,0.47955361008644104,0.33653566241264343,-0.9585911631584167,0.641888439655304,0.37038353085517883,-0.5436658263206482,0.46244320273399353,0.3700193464756012,-0.5380990505218506,0.5816506147384644,0.46624305844306946,-0.8594300150871277,0.5094397068023682,0.463408887386322,-0.8580150604248047,0.7792078852653503,0.7112204432487488,-0.2530333697795868,0.34024423360824585,0.6992887258529663,-0.34986191987991333,0.844183087348938,1.1648610830307007,-0.062238581478595734,0.1844164878129959,0.9852212071418762,-0.2067299634218216,0.8664793968200684,1.4847432374954224,-0.26895999908447266,0.12652702629566193,1.4716421365737915,-0.5724226236343384,0.8977568745613098,1.6145402193069458,-0.3400343656539917,0.08225761353969574,1.5849097967147827,-0.6802115440368652,0.8543766736984253,1.6240005493164062,-0.42124396562576294,0.13632628321647644,1.5976219177246094,-0.7895095944404602,0.8337798118591309,1.577241063117981,-0.3183327317237854,0.1622653752565384,1.5423297882080078,-0.6326667070388794,0.6734658479690552,1.50874662399292,-0.05601763725280762,0.36958950757980347,1.4965513944625854,0.061585474759340286,0.6531887650489807,2.170726776123047,-0.09161405265331268,0.37377458810806274,2.1546108722686768,0.07888863980770111,0.6392232775688171,2.7654051780700684,0.524147629737854,0.3732061982154846,2.737091541290283,0.4922572076320648,0.6444526314735413,2.8654706478118896,0.5505194664001465,0.3662674129009247,2.8329901695251465,0.5120622515678406,0.5865433216094971,2.9415547847747803,-0.031184837222099304,0.4151265025138855,2.919830322265625,-0.1948813498020172
5,0.5435346364974976,0.39560890197753906,-0.9001814723014832,0.5729338526725769,0.3314136564731598,-0.8481208682060242,0.5918132066726685,0.3316625952720642,-0.8479819297790527,0.606868326663971,0.3332551419734955,-0.8483409881591797,0.5161055326461792,0.33309581875801086,-0.8514924049377441,0.4975341856479645,0.3339325487613678,-0.8507178425788879,0.4807749390602112,0.3351253569126129,-0.8509806394577026,0.63969886302948,0.3688187301158905,-0.47702693939208984,0.4624604284763336,0.36883050203323364,-0.47350019216537476,0.5813809633255005,0.46438953280448914,-0.7593858242034912,0.5103131532669067,0.4618067443370819,-0.7581030130386353,0.7744807004928589,0.7093040943145752,-0.2303500920534134,0.34141504764556885,0.6926335096359253,-0.33225974440574646,0.8424609899520874,1.1568586826324463,-0.07955928146839142,0.18614710867404938,0.9752710461616516,-0.2253018170595169,0.8554475903511047,1.4856170415878296,-0.26413169503211975,0.13826091587543488,1.4500725269317627,-0.5871899724006653,0.8859284520149231,1.6049836874008179,-0.3370209336280823,0.09494686126708984,1.5564758777618408,-0.6928789019584656,0.8414434194564819,1.6158111095428467,-0.40563663840293884,0.14450755715370178,1.5661612749099731,-0.7957357168197632,0.8204272985458374,1.5708239078521729,-0.30833959579467773,0.1709093451499939,1.525201439857483,-0.6442791819572449,0.6674516797065735,1.501519799232483,-0.04937085509300232,0.3671169877052307,1.4817758798599243,0.054499197751283646,0.6456772089004517,2.157531261444092,-0.09295851737260818,0.36668893694877625,2.1386666297912598,0.04473092406988144,0.6311437487602234,2.7543294429779053,0.5046189427375793,0.3659788966178894,2.7229483127593994,0.3994087278842926,0.63585364818573,2.8513643741607666,0.5299113392829895,0.35946375131607056,2.8156914710998535,0.41772061586380005,0.5827987194061279,2.9317660331726074,-0.05834333226084709,0.40485697984695435,2.908698081970215,-0.2318360060453415
6,0.5416874289512634,0.3949742913246155,-0.8638351559638977,0.5710573196411133,0.330635666847229,-0.8127032518386841,0.5909890532493591,0.33090177178382874,-0.8125311732292175,0.6062320470809937,0.33244627714157104,-0.8128641247749329,0.513755202293396,0.33236292004585266,-0.8130461573600769,0.4953199028968811,0.3332138955593109,-0.8122850656509399,0.4791226387023926,0.33440619707107544,-0.8125556111335754,0.6397870779037476,0.36870092153549194,-0.45993122458457947,0.4608875811100006,0.36820632219314575,-0.4403109550476074,0.5815613269805908,0.46381086111068726,-0.7315505743026733,0.5081844925880432,0.4603712260723114,-0.7259734869003296,0.7737549543380737,0.7101892828941345,-0.2387671023607254,0.33946722745895386,0.6910418272018433,-0.31268736720085144,0.8326411247253418,1.1626015901565552,-0.07453658431768417,0.18803556263446808,0.9743322134017944,-0.20541977882385254,0.8365718722343445,1.4877136945724487,-0.20428714156150818,0.14919009804725647,1.4469207525253296,-0.5411569476127625,0.8635598421096802,1.6066207885742188,-0.26403358578681946,0.10559999942779541,1.55301034450531,-0.6374846696853638,0.820915699005127,1.6155421733856201,-0.3257995545864105,0.15237805247306824,1.5603368282318115,-0.7359889149665833,0.8024007081985474,1.5705538988113403,-0.24361002445220947,0.1783069223165512,1.5206677913665771,-0.5964041352272034,0.6666609048843384,1.5016906261444092,-0.05271558091044426,0.36474278569221497,1.4798004627227783,0.05762448161840439,0.6402472853660583,2.1534392833709717,-0.08289064466953278,0.3621382713317871,2.134216070175171,0.11413593590259552,0.6221490502357483,2.7467362880706787,0.510514497756958,0.3566102683544159,2.7172062397003174,0.5405619144439697,0.6260741949081421,2.8429291248321533,0.5354433059692383,0.3492141664028168,2.8107762336730957,0.566390872001648,0.5733596086502075,2.926577091217041,-0.04744800180196762,0.3955860733985901,2.9031145572662354,-0.07144610583782196
7,0.540961503982544,0.3946785628795624,-0.8705543279647827,0.5702595114707947,0.33001628518104553,-0.8201010823249817,0.5904709696769714,0.33025500178337097,-0.8199208378791809,0.6058619618415833,0.3317778408527374,-0.820165753364563,0.5124589204788208,0.33195632696151733,-0.8205830454826355,0.4939609169960022,0.33282557129859924,-0.8198649287223816,0.4782923758029938,0.3340079188346863,-0.8201274871826172,0.6389394402503967,0.3684772849082947,-0.46796464920043945,0.45981836318969727,0.367788165807724,-0.44890421628952026,0.5814393162727356,0.4634793996810913,-0.7377139329910278,0.5078904032707214,0.4587874412536621,-0.7322353720664978,0.7735498547554016,0.7112070918083191,-0.24979278445243835,0.3380017578601837,0.6926518082618713,-0.3166823387145996,0.8300050497055054,1.1763896942138672,-0.09870988875627518,0.1853911578655243,0.9772624969482422,-0.20093755424022675,0.8251115679740906,1.499064326286316,-0.29990217089653015,0.15586107969284058,1.4505254030227661,-0.5416388511657715,0.8534311056137085,1.6170592308044434,-0.375591903924942,0.11236603558063507,1.5570929050445557,-0.640931248664856,0.8076394200325012,1.6255954504013062,-0.44284945726394653,0.15908652544021606,1.5632903575897217,-0.7380167245864868,0.7900919318199158,1.5771591663360596,-0.34292033314704895,0.18471568822860718,1.5234185457229614,-0.5958315134048462,0.6676058769226074,1.50184166431427,-0.0519733652472496,0.3637564778327942,1.4795184135437012,0.056839942932128906,0.6374589204788208,2.1530001163482666,-0.006914358586072922,0.3605410158634186,2.132910966873169,0.1590128242969513,0.6155542135238647,2.7402031421661377,0.6432470679283142,0.351439893245697,2.712289571762085,0.6630720496177673,0.6191784739494324,2.8354923725128174,0.6756893992424011,0.34352436661720276,2.8057000637054443,0.6982461214065552,0.5636156797409058,2.923734188079834,0.11253589391708374,0.391181081533432,2.9000184535980225,0.06763629615306854
8,0.5424221754074097,0.3901180922985077,-1.0793447494506836,0.5706687569618225,0.32721176743507385,-1.0213048458099365,0.589809775352478,0.3278732895851135,-1.0214043855667114,0.6048856377601624,0.3295893371105194,-1.021343469619751,0.5143927931785583,0.327847421169281,-1.0230554342269897,0.49639177322387695,0.3283151686191559,-1.0224896669387817,0.48032146692276,0.3295082151889801,-1.022727370262146,0.6358481049537659,0.3657413423061371,-0.5792309045791626,0.4609118402004242,0.36216995120048523,-0.5776578187942505,0.5814520120620728,0.4584974944591522,-0.9120025634765625,0.5102795958518982,0.45259010791778564,-0.9109477996826172,0.7576979398727417,0.7009527087211609,-0.29015445709228516,0.3421574831008911,0.6809132099151611,-0.32344743609428406,0.8010708093643188,1.0177273750305176,-0.30674752593040466,0.19024787843227386,0.9587864279747009,-0.3713115155696869,0.7867089509963989,1.3359586000442505,-0.8224417567253113,0.1843184530735016,1.2734830379486084,-1.1317747831344604,0.7909266352653503,1.4146143198013306,-0.9715679883956909,0.15599195659160614,1.3449608087539673,-1.3062690496444702,0.7580079436302185,1.3761485815048218,-1.0306282043457031,0.18773093819618225,1.3092378377914429,-1.3983640670776367,0.7452487945556641,1.347779393196106,-0.8690547943115234,0.20970098674297333,1.2850539684295654,-1.19452702999115,0.6648582220077515,1.4584461450576782,-0.05169212818145752,0.36940857768058777,1.4467394351959229,0.056555308401584625,0.6439161896705627,2.106870412826538,-0.026080438867211342,0.36934301257133484,2.098520278930664,0.051861487329006195,0.6276910305023193,2.6954355239868164,0.594545841217041,0.3591310381889343,2.676476001739502,0.4507253170013428,0.6320177316665649,2.7826590538024902,0.6170690059661865,0.356842577457428,2.759887933731079,0.4703187048435211,0.5764327049255371,2.8719818592071533,-0.03369154408574104,0.4023534655570984,2.8547403812408447,-0.22902008891105652
9,0.5348421335220337,0.387482613325119,-1.0504930019378662,0.5684821605682373,0.3260907232761383,-1.0009291172027588,0.5879994034767151,0.3271626830101013,-1.0008584260940552,0.6033276319503784,0.32908931374549866,-0.998988926410675,0.5083917379379272,0.32550063729286194,-0.9475632905960083,0.48974281549453735,0.325512558221817,-0.9465896487236023,0.47433337569236755,0.3263714909553528,-0.9467554092407227,0.6348539590835571,0.3651309311389923,-0.6224485039710999,0.4561029076576233,0.3586520552635193,-0.43998318910598755,0.5736234784126282,0.4555763900279999,-0.9136360883712769,0.49714866280555725,0.4495795965194702,-0.8463152647018433,0.7545204162597656,0.7169907093048096,-0.38637876510620117,0.3424927592277527,0.6761688590049744,-0.10567720979452133,0.7695450186729431,1.2346173524856567,-0.9580923914909363,0.19428855180740356,0.9765645265579224,-0.3800242245197296,0.6200268864631653,0.8336383700370789,-1.570920705795288,0.22726312279701233,1.1748831272125244,-1.2752430438995361,0.5718622207641602,0.7227061986923218,-1.6949573755264282,0.21893015503883362,1.2121105194091797,-1.4143388271331787,0.596147358417511,0.6648377180099487,-1.582331895828247,0.23568205535411835,1.1601405143737793,-1.4133636951446533,0.6007804274559021,0.7063555121421814,-1.5427166223526,0.25289350748062134,1.1510733366012573,-1.3089443445205688,0.6427477598190308,1.4981244802474976,-0.08273322880268097,0.34092360734939575,1.4681611061096191,0.08850482851266861,0.6151145696640015,2.1443982124328613,-0.07914192974567413,0.34355759620666504,2.0964605808258057,0.008107297122478485,0.5980019569396973,2.708056688308716,0.4901110529899597,0.3279447853565216,2.652799367904663,0.38410064578056335,0.6084298491477966,2.7941794395446777,0.5081460475921631,0.3192722201347351,2.7347755432128906,0.4020584523677826,0.5317745804786682,2.8878626823425293,-0.16148768365383148,0.3579566776752472,2.8435189723968506,-0.2777843177318573
